id,name,category,item,price,img_s1,img_s2,img_s3,img_s4,img_s5,img_m,created_at,updated_at,valid,description
74,白 矢筒,5,15,950,O15S10001.JPG,O15S20001.JPG,O15S30001.JPG,O15S30001.JPG,O15S30001.JPG,O15M0001.JPG,2023/7/19  17:04:28,00/00/00 00:00:00,1,白色的箭筒 放箭矢用 最普遍使用的箭筒 無任何特效
75,水色 矢筒,5,15,950,O15S10002.JPG,O15S20002.JPG,O15S30002.JPG,O15S30002.JPG,O15S30002.JPG,O15M0002.JPG,2023/7/19  17:04:28,00/00/00 00:00:00,1,水色的矢筒 射箭時會有水龍圍繞在箭矢周圍
76,淡黃色 矢筒,5,15,950,O15S10003.JPG,O15S20003.JPG,O15S30003.JPG,O15S30003.JPG,O15S30003.JPG,O15M0003.JPG,2023/7/19  17:04:28,00/00/00 00:00:00,1,淡黃色的矢筒 台灣民眾表達不滿時 會射在鐵捲門上
77,櫻花色 矢筒,5,15,950,O15S10004.JPG,O15S20004.JPG,O15S30004.JPG,O15S30004.JPG,O15S30004.JPG,O15M0004.JPG,2023/7/19  17:04:28,00/00/00 00:00:00,1,櫻花色 矢筒 會使弓箭帶有櫻花特效
78,紫藤 矢筒,5,15,950,O15S10005.JPG,O15S20005.JPG,O15S30005.JPG,O15S30005.JPG,O15S30005.JPG,O15M0005.JPG,2023/7/19  17:04:28,00/00/00 00:00:00,1,紫藤色 矢筒 會讓擊中目標產生紫藤花 
79,若草 矢筒,5,15,950,O15S10006.JPG,O15S20006.JPG,O15S30006.JPG,O15S30006.JPG,O15S30006.JPG,O15M0006.JPG,2023/7/19  17:04:28,00/00/00 00:00:00,1,若草色 矢筒 自帶綠光的矢筒
80,青 矢筒,5,15,950,O15S10007.JPG,O15S20007.JPG,O15S30007.JPG,O15S30007.JPG,O15S30007.JPG,O15M0007.JPG,2023/7/19  17:04:28,00/00/00 00:00:00,1,青色 矢筒 能使箭矢具有衛星炮的威力
81,紫 矢筒,5,15,950,O15S10008.JPG,O15S20008.JPG,O15S30008.JPG,O15S30008.JPG,O15S30008.JPG,O15M0008.JPG,2023/7/19  17:04:28,00/00/00 00:00:00,1,紫色 矢筒 但我不愛紫色
82,赤 矢筒,5,15,950,O15S10009.JPG,O15S20009.JPG,O15S30009.JPG,O15S30009.JPG,O15S30009.JPG,O15M0009.JPG,2023/7/19  17:04:28,00/00/00 00:00:00,1,紅色 矢筒 交警或義交常用來指揮交通
83,黑 矢筒,5,15,950,O15S10010.JPG,O15S20010.JPG,O15S30010.JPG,O15S30010.JPG,O15S30010.JPG,O15M0010.JPG,2023/7/19  17:04:28,00/00/00 00:00:00,1,黑色矢筒 使用者將擁有邪眼 使用邪王炎殺黑龍波 一天一次
84,素色 弦卷,5,16,155,O16S10001.JPG,O16S20001.JPG,O16S30001.JPG,O16S30001.JPG,O16S30001.JPG,O16M0001.JPG,2023/7/19  17:04:28,00/00/00 00:00:00,1,多種顏色之素色弦卷
85,彩色 弦卷,5,16,290,O16S10002.JPG,O16S20002.JPG,O16S30002.JPG,O16S40002.JPG,O16S40002.JPG,O16M0002.JPG,2023/7/19  17:04:28,00/00/00 00:00:00,1,各式花樣之彩色弦卷
86,(限量) 彩色 弦卷,5,16,190,O16S10003.JPG,O16S20003.JPG,O16S30003.JPG,O16S30003.JPG,O16S30003.JPG,O16M0003.JPG,2023/7/19  17:04:28,00/00/00 00:00:00,1,限量版主題彩色弦卷
87,和紙 弦卷,5,16,190,O16S10004.JPG,O16S20004.JPG,O16S30004.JPG,O16S30004.JPG,O16S30004.JPG,O16M0004.JPG,2023/7/19  17:04:28,00/00/00 00:00:00,1,和紙做的弦卷
88,牛皮紙 弦卷,5,16,190,O16S10005.JPG,O16S20005.JPG,O16S30005.JPG,O16S30005.JPG,O16S30005.JPG,O16M0005.JPG,2023/7/19  17:04:28,00/00/00 00:00:00,1,女性向之弦卷
89,合成紙 弦卷,5,16,190,O16S10006.JPG,O16S20006.JPG,O16S30006.JPG,O16S30006.JPG,O16S30006.JPG,O16M0006.JPG,2023/7/19  17:04:28,00/00/00 00:00:00,1,男性向之弦卷
90,藤製 弦卷,5,16,900,O16S10007.JPG,O16S20007.JPG,deliverrule.JPG,O16S20007.JPG,O16S20007.JPG,O16M0007.JPG,2023/7/19  17:04:28,00/00/00 00:00:00,1,藤製弦卷
91,籐製 弦卷,5,16,950,O16S10008.JPG,O16S20008.JPG,O16S30008.JPG,O16S40008.JPG,O16S50008.JPG,O16M0008.JPG,2023/7/19  17:04:28,00/00/00 00:00:00,1,籐製弦卷 多色系
92,竹製弦卷,5,16,1200,O16S10009.JPG,O16S20009.JPG,O16S30009.JPG,O16S30009.JPG,O16S30009.JPG,O16M0009.JPG,2023/7/19  17:04:28,00/00/00 00:00:00,1,竹製弦卷
93,弦卷 吊革,5,16,172,O16S10010.JPG,O16S20010.JPG,O16S30010.JPG,O16S30010.JPG,O16S30010.JPG,O16M0010.JPG,2023/7/19  17:04:28,00/00/00 00:00:00,1,弦卷吊飾
94,橫山黎明 粉末容器,5,17,1600,O17S10001.JPG,example1.JPG,example2.JPG,size.JPG,O17S10001.JPG,O17S10001.JPG,2023/7/19  17:04:28,00/00/00 00:00:00,1,橫山黎明製作
95,橫山黎明 提詞 粉末容器,5,17,1800,O17S10002.JPG,example1.JPG,example2.JPG,size.JPG,O17S10002.JPG,O17S10002.JPG,2023/7/19  17:04:28,00/00/00 00:00:00,1,橫山黎明製作 且親自提詞
96,小倉紫峯 粉末容器,5,17,1700,O17S10003.JPG,example1.JPG,example2.JPG,size.JPG,O17S10003.JPG,O17S10003.JPG,2023/7/19  17:04:28,00/00/00 00:00:00,1,小倉紫峯製作
97,小倉紫峯 錐狀 粉末容器,5,17,1900,O17S10004.JPG,example1.JPG,example2.JPG,size.JPG,O17S10004.JPG,O17S10004.JPG,2023/7/19  17:04:28,00/00/00 00:00:00,1,小倉紫峯製作
98,橫山黎明 錐狀 粉末容器,5,17,1900,O17S10005.JPG,example1.JPG,example2.JPG,size.JPG,O17S10005.JPG,O17S10005.JPG,2023/7/19  17:04:28,00/00/00 00:00:00,1,橫山黎明製作
99,小蒼紫峯 竹編 粉末容器,5,17,1750,O17S10006.JPG,example1.JPG,example2.JPG,size.JPG,O17S10006.JPG,O17S10006.JPG,2023/7/19  17:04:28,00/00/00 00:00:00,1,小倉紫峯製作
100,塑膠 粉末容器,5,17,122,O17S10007.JPG,example1.JPG,example2.JPG,colors.JPG,O17S10007.JPG,O17S10007.JPG,2023/7/19  17:04:28,00/00/00 00:00:00,1,各色系之塑膠粉末容器
101,竹製  粉末容器,5,17,900,O17S10008.JPG,O17S20008.JPG,example2.JPG,O17S40008.JPG,O17S10008.JPG,O17S10008.JPG,2023/7/19  17:04:28,00/00/00 00:00:00,1,竹製筒形粉末容器 採用玉竹
102,竹製 薄型粉末容器,5,17,1400,O17S10009.JPG,O17S20009.JPG,O17S30009.JPG,O17S40009.JPG,O17S10009.JPG,O17S10009.JPG,2023/7/19  17:04:28,00/00/00 00:00:00,1,竹製筒形粉末容器 採用玉竹
103,角形 高級粉末容器,5,17,3100,O17S10010.JPG,O17S20010.JPG,O17S30010.JPG,O17S30010.JPG,O17S10010.JPG,O17M0010.JPG,2023/7/19  17:04:28,00/00/00 00:00:00,1,由鹿角及日本鬣羚角所製作
104,練心,1,2,7140,B02s10001.jpg,B02s20001.jpg,B02s30001.webp,B02s40001.jpg,B02s50001.webp,B02s10001.jpg,2023/7/19  17:04:28,00/00/00 00:00:00,1,這款玻璃弓非常適合從卷原到打靶練習的升級。 背部曲線介於直接和實用之間，推薦給那些已經開始穩定手部和拍攝風格的人。
105,直心I 玻璃纖維,1,2,9360,B02s10002.jpg,B02s10002.jpg,B02s30002.jpg,B02s40002.jpg,B02s50002.jpg,B02s10002.jpg,2023/7/19  17:04:28,00/00/00 00:00:00,1,本店人氣No.2！ 與實和和蓮心相比，握距更窄、箭飛行更穩定的弓。 它也是Jikishin系列中最便宜的弓。
106,直心II 玻璃纖維,1,2,10350,B02s10003.jpg,B02s20003.jpg,B02s30003.jpg,B02s40003.jpg,B02s50003.jpg,B02s10003.jpg,2023/7/19  17:04:28,00/00/00 00:00:00,1,本店人氣No.2！ 與實和和蓮心相比，握距更窄、箭飛行更穩定的弓。 它也是Jikishin系列中最便宜的弓。
107,直心II 碳纖維,1,2,12560,B02s10004.jpg,B02s20004.jpg,B02s30004.webp,B02s40004.jpg,B02s50004.jpg,B02s10004.jpg,2023/7/19  17:04:28,00/00/00 00:00:00,1,本店人氣No.1！ 在Jikishin系列中，該弓重量輕，握把窄，並且具有出色的箭飛行和箭穩定性。
108,直心III 玻璃纖維,1,2,11300,B02s10005.jpg,B02s20005.jpg,B02s30005.jpg,B02s40005.jpg,B02s50005.jpg,B02s10005.jpg,2023/7/19  17:04:28,00/00/00 00:00:00,1,顧名思義，Bamboo 是一種通過融入竹條實現竹弓拉動的舒適度和碳弓飛行的弓。
109,MIYATA A型,1,2,9820,B02s10006.jpg,B02s20006.jpg,B02s30006.jpg,B02s40006.jpg,B02s50006.jpg,B02s10006.jpg,2023/7/19  17:04:28,00/00/00 00:00:00,1,這是由宮田淳二先生開發的弓，宮田淳二先生也是碧流印西派的優秀射箭手，虛八段，曾以自己的日本弓玻璃弓挑戰世界射箭比賽而聞名。 它是玻碳弓的先驅。
110,MIYATA CG III型,1,2,14730,B02s10007.jpg,B02s0007.jpg,B02s30007.jpg,B02s40007.jpg,B02s50007.jpg,B02s10007.jpg,2023/7/19  17:04:28,00/00/00 00:00:00,1,這是由宮田淳二先生開發的弓，宮田淳二先生也是碧流印西派的優秀射箭手，虛八段，曾以自己的日本弓玻璃弓挑戰世界射箭比賽而聞名。 它是玻碳弓的先驅。
111,清雅 有竹節 碳纖維,1,2,12770,B02s10008.jpg,B02s20008.jpg,B02s30008.jpg,B02s40008.jpg,B02s50008.jpg,B02s10008.jpg,2023/7/19  17:04:28,00/00/00 00:00:00,1,以“Jikshin I Carbon”為基礎，“Seiga”用堅韌的環氧樹脂再現了竹弓的結。 據說該接頭具有抑制遠距離碳弓特有的振動的效果。
112,鵠心,1,2,18660,B02s10009.jpg,B02s20009.jpg,B02s30009.jpg,B02s30009.jpg,B02s40009.jpg,B02s10009.jpg,2023/7/19  17:04:28,00/00/00 00:00:00,1,這是一個應該被稱為時神系列最高峰的銘文。它區別於其他新材料弓的一個特點是其獨特的拱形橫截面。 結果，表面不是平坦的，而是呈半圓柱形。 這種結構成為一個強大的彈簧，可以產生清晰的箭飛行，據說即使弓的功率減少10%，它也能與傳統產品一樣發揮作用。 它也相對纖薄輕便。
113,楓,1,2,5970,B02s10010.jpg,B02s20010.jpg,B02s30010.jpg,B02s40010.jpg,B02s50010.jpg,B02s10010.jpg,2023/7/19  17:04:28,00/00/00 00:00:00,1,深棕色， 這是初學者的完美套裝。 它具有作為日本弓必要且充分的基礎，通過將其限制在正常尺寸，我們簡化了生產並降低了價格。
114,橘,1,2,7370,B02s10011.jpg,B02s20011.jpg,B02s30011.jpg,B02s40011.jpg,B02s50011.jpg,B02s10011.jpg,2023/7/19  17:04:28,00/00/00 00:00:00,1,雙面：黑色，雙面：黃色， 高檔楓木製品（可伸縮）。 與Kaede類似，這種弓的振動更小，對於弓箭手來說更穩定。
115,翔,1,2,9560,B02s10012.jpg,B02s20012.jpg,B02s30012.jpg,B02s40012.jpg,B02s50012.jpg,B02s10012.jpg,2023/7/19  17:04:28,00/00/00 00:00:00,1, 兩面：黑色，兩面：深紅色 *全黑也可以，堅固而靈活的弓。 這是一把可以放心使用的弓，具有高彈性、後坐力阻尼和可靠的箭飛行性能。
116,葵,1,2,11300,B02s10013.jpg,B02s20013.jpg,B02s30013.jpg,B02s40013.jpg,B02s50013.jpg,B02s10013.jpg,2023/7/19  17:04:28,00/00/00 00:00:00,1,金屬酒紅色， 來自同一製造商的最高品質玻璃弓。 通過反复拋光和塗漆，最終呈現出根據光線條件而變化的深紅色（俗稱“葵色”）。 它彈性高、穩定，並以易用性著稱，深受各年齡段人群的歡迎。
117,粋 超級碳纖維,1,2,12720,B02s10014.jpg,B02s20014.jpg,B02s30014.jpg,B02s40014.jpg,B02s50014.jpg,B02s10014.jpg,2023/7/19  17:04:28,00/00/00 00:00:00,1,（黑色）鋼琴黑/（紅色）金屬酒紅色，上下銀色亮片，銀色字母（銘文），定位為同一廠家碳弓的入門產品。 在保持低價的同時，也使用了一些與高端產品相同的材料。
118,凛,1,2,17190,B02s10015.jpg,B02s20015.jpg,B02s30015.jpg,B02s40015.jpg,B02s50015.jpg,B02s10015.jpg,2023/7/19  17:04:28,00/00/00 00:00:00,1,深金屬綠帶幼竹色/（紅色）金屬酒紅上下全息亮片，以“追求輕盈、證明輕盈、感受輕盈”為目標製造，深受女性、高層人士、手小人士的喜愛。 此銘文采用了新開發和精心挑選的特殊材料。 它不僅重量輕，而且還具有吸收後坐力的設計，同時展現出弓的高彈性。 在同一製造商的銘文中，據說這是一把製作時間較長，並且經過精心製作的“靈巧弓”。
119,猪飼秀重,1,1,25780,B01s10016.jpg,B01s20016.jpg,B01s30016.jpg,B01s40016.jpg,B01s50016.jpg,B01s10016.jpg,2023/7/19  17:04:28,00/00/00 00:00:00,1,即使對於剛接觸竹弓的人來說，這是一種相對容易操作的弓。內置碳纖，三芯。
120,吟翠,1,1,35600,B01s10017.jpg,B01s20017.jpg,B01s30017.jpg,B01s40017.jpg,B01s50017.jpg,B01s10017.jpg,2023/7/19  17:04:28,00/00/00 00:00:00,1,"這是宮崎縣都城市的弓箭大師長野一細製作的弓。
都城歷史上一直是弓箭製作的繁榮地區，目前生產日本約 90% 的竹弓。
由於碳片是內置的，因此它相對容易處理，因為它在竹弓的同時不易改變其形狀。
竹子和側樹均採用特別優質的材料。 關板的形狀獨特，一目了然，據說有助於發出良好的弦樂聲音。"
121,小倉紫峯,1,1,25290,B01s10018.jpg,B01s20018.jpg,B01s30018.jpg,B01s40018.jpg,B01s50018.jpg,B01s10018.jpg,2023/7/19  17:04:28,00/00/00 00:00:00,1,"這是宮崎縣都城市的製弓師、擁有國家“傳統工匠”資格的小倉志穗製作的弓。
都城歷史上一直是弓箭製作的繁榮地區，目前生產日本約 90% 的竹弓。
許多從玻璃/碳弓改為竹弓的人都會選擇這個名字。 它的體質堅韌，質地柔軟，深受女性喜愛。 弦音也不錯，可以說是能讓你感受到竹弓之美的銘文。"
122,楠見蔵吉,1,1,24550,B01s10019.jpg,B01s20019.jpg,B01s30019.jpg,B01s40019.jpg,B01s50019.jpg,B01s10019.jpg,2023/7/19  17:04:28,00/00/00 00:00:00,1,"這是宮崎縣都城市的製弓師、擁有國家“傳統工匠”資格的倉吉久住製作的弓。
都城歷史上一直是弓箭製作的繁榮地區，目前生產日本約 90% 的竹弓。
儘管手感紮實，但手寬卻出奇的薄。 穩定感和良好的箭飛行能力非常出色。 分為含碳和不含碳兩種。"
123,永野一萃,1,1,27010,B01s10020.jpg,B01s20020.jpg,B01s30020.jpg,B01s40020.jpg,B01s50020.jpg,B01s10020.jpg,2023/7/19  17:04:28,00/00/00 00:00:00,1,"這是宮崎縣都城市的弓箭大師長野一細製作的弓。
都城歷史上一直是弓箭製作的繁榮地區，目前生產日本約 90% 的竹弓。
由於碳片是內置的，因此它相對容易處理，因為它在竹弓的同時不易改變其形狀。
內岳和外岳均經過嚴格挑選，品質優良。 燈芯是由肥後製成的五片燈芯，經過高溫精心燒製而成。 側樹由直材料製成，沒有節"
124,南崎寿宝,1,1,24550,B01s10021.jpg,B01s20021.jpg,B01s30021.jpg,B01s40021.jpg,B01s50021.jpg,B01s10021.jpg,2023/7/19  17:04:28,00/00/00 00:00:00,1,"這是宮崎縣都城市的弓匠、擁有國家“傳統工匠”資格的南崎十步製作的弓。
都城歷史上一直是弓箭製作的繁榮地區，目前生產日本約 90% 的竹弓。
這款細蝴蝶結推薦給手小的人，特別受女性歡迎。 口感柔和、穩定。"
125,横山黎明,1,1,29470,B01s10022.jpg,B01s20022.jpg,B01s30022.jpg,B01s40022.jpg,B01s50022.jpg,B01s10022.jpg,2023/7/19  17:04:28,00/00/00 00:00:00,1,這是宮崎縣都城市的製弓師、擁有國家“傳統工匠”資格的橫山麗明製作的弓。
